id,output,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
100008,0,13.588,-21.939,2.84,6.066,9.261,1.832,2.797,19.212,17.216,87.47,113.159,116.904,3.224,45.427,155.042,1.678,1.049,27.516,1.55,3.31,16.892,29.159,27.732,14.745,9.513,1230663756,3.867,2.32,3.363,2.017
100009,0,42.629,12.615,8.281,23.633,35.672,4.387,6.622,27.568,34.855,153.202,166.236,148.48,46.433,33.908,134.012,0.685,0.671,18.768,1.887,5.386,59.446,-23.958,-20.039,-13.017,-6.897,2542023582,1.459,1.236,1.54,1.305
100010,0,30.732,14.924,3.772,15.674,42.307,1.709,4.613,26.903,23.817,74.125,92.275,307.975,27.811,22.946,96.346,1.828,1.725,21.382,2.207,9.169,37.799,35.769,32.988,25.048,11.348,3009575320,2.226,1.193,2.428,1.301
100011,0,-5.094,5.761,9.534,30.893,48.359,8.866,13.88,49.792,29.694,117.611,118.079,186.789,2.274,34.594,515.384,4.056,1.941,55.417,1.075,3.484,40.535,62.861,61.784,42.716,39.727,1024743047,3.5,3.317,3.108,2.945
100012,0,119.607,-31.994,10.18,13.901,17.04,6.54,8.016,26.116,30.212,278.773,288.679,44.444,2.515,68.045,978.048,0.949,0.421,14.265,1.556,2.125,47.29,43.648,41.104,11.001,7.067,286412614,1.234,-0.864,1.162,-0.813
100013,0,132.071,22.779,1.286,6.673,23.203,1.552,5.396,22.713,35.102,88.041,98.241,536.444,29.791,15.009,162.751,4.823,4.823,40.05,0.828,4.299,26.12,-25.307,-22.674,-18.304,-22.086,1470108000,8.503,7.74,7.281,6.628
100014,0,0.75,-17.848,3.221,9.432,15.458,2.024,3.318,18.553,23.661,146.425,184.468,97.998,86.78,35.114,268.509,1.312,0.899,44.662,1.591,4.658,27.086,-2.228,-1.336,-0.88,-0.553,2524489699,6.559,4.795,5.787,4.231
100015,0,139.136,74.705,6.755,22.962,18.888,1.992,1.639,15,38.346,93.381,121.968,298.671,4.817,24.783,103.521,0.273,0.128,21.284,3.39,11.524,47.997,-13.154,-12.89,-9.098,-2.683,2386277829,3.272,1.367,2.145,0.896
100016,0,51.603,71.978,3.933,11.764,15.224,2.282,2.954,14.163,25.204,78.741,109.219,200.871,25.708,30.62,24.423,2.506,1.253,49.699,1.723,5.153,40.185,31.167,27.23,18.125,10.519,563077434,5.687,3.603,4.048,2.565
100017,0,9.252,58.449,1.613,5.273,23.151,0.786,3.452,14.15,28.357,156.502,197.451,142.606,88.22,30.227,106.751,1.208,0.613,26.174,2.051,6.704,32.893,32.816,20.408,14.164,6.905,1478292113,1.979,0.446,2.399,0.541
100018,0,0.044,-0.803,5.095,15.762,31.247,1.157,2.293,27.331,10.818,137.651,143.926,195.873,2.37,33.529,283.308,0.558,0.245,34.442,4.403,13.621,30.215,3.099,3.056,2.068,0.469,1589294240,3.031,0.761,3.305,0.83
100019,0,-10.271,6.06,4.049,13.793,22.222,1.904,3.068,7.611,53.38,61.509,76.603,192.028,23.188,31.724,315,0.423,0.423,11.954,2.125,7.241,99.662,-0.694,-0.636,-0.449,-0.211,504449219,0.722,-0.347,0.8,-0.384
100020,0,-34.177,-26.729,7.973,12.331,14.371,3.912,4.56,24.603,22.879,168.099,260.18,38.602,2.27,70.985,340.449,0.294,0.235,9.299,2.037,3.151,38.249,16.366,15.436,5.455,2.677,777684327,0.833,-0.85,0.765,-0.78
100021,0,25.844,15.822,6.746,21.192,29.359,3.278,4.542,26.653,30.775,94.251,139.643,201.397,14.371,31.668,262.068,1.058,0.375,33.501,2.057,6.463,59.522,-57.047,-52.989,-36.12,-17.554,901095395,2.994,2.039,2.717,1.851
100022,0,56.634,-10.039,2.491,8.014,15.284,0.997,1.902,13.945,14.446,155.307,181.787,160.394,99.82,27.761,294.036,1.6,0.881,40.646,2.497,8.033,27.056,10.647,5.464,3.765,1.508,622647757,4.538,0.144,3.747,0.119
100023,0,2.68,-37.479,6.038,58.075,184.313,10.661,20.566,54.862,67.459,120.151,129.72,516.189,160.456,12.875,2018.876,14.61,13.22,66.132,0.566,5.447,29.083,3.834,3.162,2.833,5.002,3006169723,2.678,2.549,3.598,3.424
100024,0,110,24.678,6.112,14.938,15.114,3.815,3.859,20.187,36.483,180.385,268.81,50.651,130.618,35.552,1712.5,2.154,1.75,57.382,1.602,3.915,45.091,28.462,13.633,8.054,5.026,812849639,4.346,3.776,3.526,3.064
100025,0,41.962,79.967,4.992,29.401,41.709,0.961,1.363,20.032,17.031,113.524,115.066,425.97,74.925,16.641,139.539,0.379,0.368,36.313,5.194,30.591,92.191,54.675,45.594,37.851,7.286,1523986172,4.377,-0.616,4.061,-0.572
100026,0,58.865,10.46,8.247,40.875,37.226,5.25,4.781,19.805,24.424,147.845,147.891,334.09,69.09,19.873,189.019,0.773,0.562,3.944,1.57,7.784,34.462,12.154,9.64,7.695,4.899,1041947012,0.55,-0.911,0.375,-0.621
100027,0,56.944,1.372,4.095,15.087,30.754,2.111,4.304,24.613,38.204,90.131,94.671,273.381,31.474,24.7,273.828,1.001,0.839,51.532,1.939,7.145,61.748,9.503,8,5.828,3.004,1411265885,3.866,1.746,4.264,1.926
100028,0,5.555,12.617,6.984,15.083,22.918,3.369,5.12,31.367,28.717,150.877,279.824,62.295,48.451,47.45,176.681,0.875,0.743,25.929,2.072,4.476,62.312,60.696,30.912,16.598,8.008,656201735,1.456,0.898,1.5,0.925
100029,0,9.905,-5.495,1.078,5.257,17.447,1.058,3.513,19.505,28.93,95.086,156.386,196.582,199.108,20.173,208.044,4.479,3.498,60.191,1.018,4.966,23.786,6.66,3.303,2.625,2.577,1885698336,7.874,6.217,6.255,4.939
100030,0,33.525,26.7,-1.288,-5.647,11.853,-1.287,2.702,10.015,41.27,23.022,60.223,308.538,127.281,18.662,54.59,3.958,3.841,56.533,1,4.385,28.331,0.771,0.496,0.383,0.383,3140009491,11.873,10.866,10.482,9.593
100031,0,-8.269,7.598,2.572,11.311,18.38,1.918,3.116,22.17,42.126,192.514,215.819,86.236,221.802,24.507,484.738,2.484,2.462,60.895,1.341,5.897,44.869,-28.674,-9.004,-6.957,-5.187,1932765894,6.732,6.551,5.425,5.279
100032,0,-24.373,-17.761,2.103,5.739,28.182,1.384,6.796,29.236,30.625,178.281,189.916,123.69,25.608,40.112,1299.367,1.384,0.94,21.906,1.519,4.146,25.08,42.118,34.865,22.087,14.534,1725750582,1.831,0.428,3.162,0.739
100033,0,26.977,289.527,-18.993,-75.257,-73.143,-16.113,-12.459,-322.99,53.905,22.729,31.374,1158.314,386.051,6.081,68.042,5.23,4.681,75.355,1.178,7.55,26.463,17.538,12.409,10.472,8.884,5954897085,30.614,28.961,17.487,16.542
100034,0,-36.211,1.027,4.397,27.864,45.312,2.686,4.368,23.418,22.219,180.706,187.775,196.359,166.78,21.591,137.5,2.108,1.77,41.807,1.637,10.372,24.845,-17.966,-12.591,-10.604,-6.477,1769995345,3.583,1.833,3.229,1.652
100035,0,21.887,-0.907,3.671,18.805,38.119,1.993,4.04,34.324,12.542,153.947,182.982,264.501,148.955,19.475,133.465,1.858,1.858,41.346,1.841,9.433,21.781,-14.404,-10.172,-8.186,-4.445,465583431,5.319,3.924,5.169,3.813
100036,0,7.292,15.726,1.377,5.321,6.399,0.745,0.895,7.341,25.008,91.614,120.759,258.18,52.045,24.376,248.702,1.093,0.763,34.381,1.849,7.143,43.233,3.874,3.176,2.354,1.273,2651856514,5.934,4.148,4.444,3.106
100037,0,-0.817,1.294,2.386,10.431,20.436,2.454,4.809,30.72,24.619,30.416,58.57,308.181,10.404,23.889,143.322,2.78,2.304,56.201,0.972,4.249,23.45,12.431,12.093,9.326,9.594,982795996,6.451,4.692,5.807,4.224
100038,0,-16.951,1.845,2.42,7.714,25.865,2.281,7.651,24.542,43.49,101.038,135.561,168.415,22.732,34.346,347.239,2.583,0.872,41.253,1.06,3.38,33.535,-24.456,-21.011,-14.417,-13.59,1296010797,3.568,3.357,4.637,4.362
100039,0,-7.159,-34.253,1.776,5.049,2.488,1.869,0.921,4.728,36.018,94.275,128.055,138.401,34.689,36.617,128.517,1.977,1.923,26.372,0.95,2.701,24.195,-2.055,-1.588,-1.029,-1.083,1329449591,15.059,13.746,5.636,5.145
100040,0,-1.132,76.484,18.028,69.945,72.131,8.613,8.882,33.846,28.181,131.102,137.007,204.838,6.451,32.124,233.333,2.422,0.269,46.373,2.092,8.12,55.492,8.108,7.969,5.915,2.826,209390057,2.182,1.853,1.826,1.551
100041,0,-8.447,25.933,2.962,11.798,20.696,2.584,4.533,28.457,30.894,163.48,199.754,75,195.955,26.957,822.5,2.33,1.779,53.964,1.146,4.564,27.44,-29.608,-13.229,-9.907,-8.644,729120468,4.653,3.273,4.481,3.152
100042,0,-3.43,-3.097,2.646,10.3,24.127,1.531,3.587,24.002,24.897,38.343,73.48,187.22,99.79,25.839,76.015,1.665,1.665,58.913,1.728,6.725,33.555,8.237,5.331,3.961,2.292,2422312217,5,4.421,5.133,4.539
100043,0,28.852,-4.037,2.445,8.436,17.369,2.344,4.827,28.688,34.217,73.254,85.856,262.619,2.142,27.415,191.238,1.793,1.724,28.067,1.042,3.598,26.465,40.204,39.898,28.335,27.172,496156436,1.726,1.068,1.755,1.085
100044,0,52.425,41.766,9.96,66.111,84.722,4.188,5.367,32.866,33.192,40.381,52.159,470.448,176.253,13.392,118.609,1.425,1.407,48.268,2.377,15.783,80.435,33.584,24.143,20.506,8.623,1885981021,3.406,3.092,3.184,2.89
100045,0,40.588,3.791,3.601,25.019,30.023,1.605,1.926,11.545,36.022,60.847,84.885,373.932,125.393,16.685,56.824,1.505,0.582,39.07,2.243,15.58,62.336,1.279,1.025,0.877,0.391,3589330259,3.562,2.112,2.82,1.672
100046,0,2.841,22.08,4.624,16.425,29.565,2.228,4.01,33.406,21.098,84.384,86.692,233.812,7.014,29.34,166.216,1.1,0.917,14.511,2.075,7.371,43.96,34.218,33.169,23.83,11.48,804913977,1.244,0.692,1.244,0.692
100047,0,78.927,83.254,5.148,29.045,49.377,1.998,3.398,15.994,26.141,87.402,100.212,511.956,7.971,16.13,293.069,1.913,1.027,53.243,2.575,14.531,37.146,4.436,4.38,3.604,1.399,915467411,7.062,6.031,5.658,4.832
100048,0,195.601,19.477,13.309,58.8,64,4.117,4.481,31.872,17.774,116.93,117.958,390.123,4.012,20.237,181.686,0.952,0.308,51.717,3.232,14.28,63.014,-34.772,-34.406,-26.618,-8.235,634565148,4.651,3.96,4.099,3.49
100049,0,59.019,73.012,9.252,34.502,33.528,4.518,4.391,23.369,43.737,237.954,290.467,95.847,189.7,25.937,146.701,0.714,0.714,48.772,2.047,7.635,80.972,38.721,14.714,10.768,5.259,1713189919,2.348,1.029,1.979,0.867
100050,0,15.659,30.265,5.2,14.552,19.402,2.482,3.309,20,21.221,158.333,180.128,108.71,71.428,35.696,301,1.336,0.445,41.293,2.094,5.861,34.933,102.365,49.377,31.733,15.149,333388759,2.886,2.721,2.553,2.407
100051,0,-3.261,41.545,3.021,10.611,23.505,0.98,2.17,23.712,32.271,79.171,92.866,200.255,34.311,29.889,127.24,1.166,1.141,21.158,3.083,10.827,134.595,44.089,33.903,24.249,7.865,2601389633,1.37,0.962,1.308,0.919
100052,0,-6.956,-7.149,2.816,9.949,21.907,3.397,7.481,58.823,23.742,58.032,79.22,140.359,78.186,31.392,93.675,3.802,3.335,41.472,0.828,2.928,17.568,80.735,48.252,34.595,41.739,761652568,4.567,4.101,4.394,3.945
100053,0,15.357,31.565,4.433,12.117,19.597,1.395,2.257,21.579,22.214,138.638,141.178,129.064,56.424,35.027,242.163,0.937,0.765,30.695,3.176,8.682,67.947,19.273,14.994,9.507,2.992,4409219733,2.336,1.934,2.132,1.765
100054,0,14.432,12.531,5.673,19.33,32.948,4.961,8.457,37.082,23.308,81.673,91.876,207.214,27.154,29.907,270.43,2.819,2.791,49.625,1.143,3.895,27.111,-10.334,-9.08,-6.415,-5.61,826756718,4.009,3.605,4,3.596
100055,0,25.251,15.921,9.666,38.888,54.126,3.437,4.783,43.494,21.313,80.861,119.774,273.493,10.04,26.073,39.627,1.08,0.869,23.804,2.812,11.314,78.24,4.989,4.83,3.629,1.29,1519193324,1.575,0.551,1.529,0.535
100056,0,-31.407,-4.724,3.762,19.07,40.524,2.003,4.257,14.629,41.509,55.915,87.765,215.468,87.145,24.837,71.536,1.627,1.277,25.811,1.877,9.518,68.61,30.531,18.512,14.86,7.913,1657486818,1.358,1.136,1.398,1.17
100057,0,28.461,44.389,4.334,11.647,51.136,1.879,8.253,42.303,22.504,84.562,112.365,159.363,4.161,37.947,512.096,5.639,5.181,52.949,2.305,6.196,36.839,14.335,13.804,8.668,3.759,981639347,2.695,2.153,2.871,2.294
100058,0,-23.814,21.924,8.318,21.481,46.481,3.107,6.723,39.465,35.132,141.343,152.046,101.329,16.533,45.9,235.125,0.41,0.16,20.375,2.677,6.913,47.185,-10.474,-8.777,-5.378,-2.008,3934880759,0.817,0.626,1.122,0.86
100059,0,-22.077,1.059,-6.979,-15.115,-4.704,-14.394,-4.48,-12.335,68.92,157.674,241.162,40.074,54.986,51.266,291.803,4.671,2.097,34.257,0.484,1.05,10.261,5.365,2.833,1.525,3.145,722975945,12.362,2.948,28.416,25.923
100060,0,233.62,4.324,7.11,29.746,37.341,2.465,3.095,31.134,28.794,24.816,44.548,411.845,14.6,18.995,1.963,0.629,0.341,32.914,2.883,12.063,50.832,64.879,60.139,45.763,15.87,1097652733,3.293,2.56,3.009,2.339
100061,0,59.46,21.366,0.941,2.974,4.724,0.791,1.256,9.677,28.451,56.027,100.125,182.901,79.101,27.624,70.794,1.69,1.287,46.246,1.19,3.76,33.634,-5.578,-3.727,-2.547,-2.14,1834258615,8.502,7.657,6.907,6.22
100062,0,13.647,4.797,2.622,6.024,8.433,1.189,1.664,10.769,49.879,76.533,84.533,109.649,24.269,42.75,86.764,0.713,0.475,27.375,2.205,5.066,94.163,25.958,20.441,11.54,5.231,838965747,2.638,0.71,2.354,0.634
100063,0,18.032,18.003,8.344,32.085,46.524,2.7,3.915,24.233,28.143,92.781,113.204,261.751,3.686,27.364,1453.333,1.35,1.35,31.147,3.09,11.882,56.189,-8.88,-8.646,-6.397,-2.07,625346340,2.352,1.638,2.185,1.522
100064,0,5.948,3.388,2.171,4.895,1.109,0.54,0.122,0.807,30.957,120.906,136.918,105.481,20.522,44.247,109.897,1.001,0.792,46.192,4.019,9.062,37.874,13.474,11.293,6.283,1.563,4297778794,9.254,0.949,4.044,0.414
100065,0,51.217,0.99,7.155,16.913,26.321,4.484,6.978,23.782,56.247,72.419,79.838,115.241,29.089,40.928,443.298,2.27,2.13,50.893,1.595,3.771,80.59,-0.614,-0.465,-0.268,-0.168,2006910882,2.921,2.316,2.973,2.357
100066,0,115.686,28.35,19.239,45.125,58.124,9.013,11.609,52.871,36.516,112.276,119.791,119.572,56.583,36.211,193.431,0.537,0.463,24.13,2.134,5.006,84.52,69.621,52.035,29.849,13.983,1968979693,0.876,0.535,0.938,0.573
100067,0,31.459,0.183,2.799,16.018,20.284,1.929,2.443,9.164,30.644,46.348,117.038,348.793,156.836,16.511,53.727,0.205,0.057,44.341,1.45,8.301,46.388,35.177,22.023,18.174,12.525,2683872472,8.916,7.724,8.585,7.437
100068,0,-16.796,1.292,0.29,1.523,15.428,0.275,2.794,16.232,31.322,182.176,222.082,124.313,272.941,20.11,265.555,4.967,2.587,72.555,1.052,5.521,19.706,-12.335,-3.99,-3.229,-3.07,908039768,5.661,4.778,4.588,3.872
100069,0,39.563,4.884,6.555,22.611,50,3.633,8.034,40.463,27.384,111.733,119.789,163.61,93.123,28.032,280.382,1.637,1.586,37.59,1.804,6.222,33.887,-23.076,-13.263,-9.418,-5.22,535098646,2.328,2.099,3.099,2.794
100070,0,26.516,91.784,8.407,44,61.333,1.972,2.749,33.658,10.188,70.723,79.276,331.636,55.272,20.537,77.391,0.239,0.219,16.803,4.262,22.306,49.256,50.774,39.58,32.016,7.511,511349121,1.278,-0.732,1.339,-0.767
100071,0,-42.556,-37.524,2.078,11.636,15.089,1.765,2.289,20.701,25.899,120.752,132.799,173.639,143.651,23.964,268.552,1.765,1.261,52.1,1.177,6.589,37.574,66.326,50.639,41.594,35.338,1334576981,8.99,7.01,6.421,5.007
100072,0,38.476,0.947,1.895,97.297,184.313,2.111,7.741,48.529,56.755,130.677,168.813,880.597,1159.459,3.004,173.913,5.982,5.747,75.874,0.897,36.155,28.375,-81.616,-27.651,-27.112,-30.205,967676008,5.475,5.265,5.254,5.052
100073,0,-11.891,60.948,4.653,19.191,36.475,4.579,8.703,36.475,28.165,77.201,123.266,241.375,26.386,27.191,245.683,4.311,3.936,19.709,1.016,4.19,28.217,46.004,43.318,32.816,32.297,1051710125,2.017,1.297,1.882,1.21
100074,0,-16.265,-15.894,4.484,9.789,13.258,3.295,4.463,33.126,50.513,135.367,158.405,94.805,7.91,49.33,188.5,2.419,0.417,29.12,1.36,2.97,62.56,67.734,46.516,25.205,18.523,1210803828,1.572,-0.616,1.377,-0.539
100075,0,43.151,1.617,3.142,15.496,12.301,2.979,2.365,8.091,79.109,111.912,145.136,239.675,253.907,16.846,232.18,3.414,1.148,50.11,1.054,5.201,28.55,-24.061,-12.528,-9.987,-9.47,6589463222,8.47,7.379,5.038,4.389
100076,0,-50.544,26.48,11.391,19.301,19.944,8.264,8.539,34.831,29.458,96.058,276.763,40.402,1.508,70.466,287.179,0.983,0.511,14.825,1.378,2.335,44.643,75.661,73.858,30.268,21.959,748531496,0.762,0.106,0.723,0.1
100077,0,35.86,37.809,10.517,33.76,60.256,6.842,12.213,38.315,37.106,148.402,149.305,134.957,88.378,30.927,111.532,1.97,1.645,40.463,1.537,4.933,43.834,89.163,50.519,34.781,22.628,1713566340,1.977,1.849,2.479,2.319
100078,0,84.637,19.117,4.418,16.468,38.117,2.756,6.379,45.041,23.62,101.007,128.7,254.494,80.611,22.982,284.683,1.896,1.453,59.929,1.603,5.975,22.215,-11.943,-9.575,-7.005,-4.369,3078904096,5.958,4.07,6.534,4.463
100079,0,116.637,93.013,12.167,38.929,52.798,6.033,8.182,68.238,26.185,92.632,93.294,246.028,5.906,28.414,81.134,1.282,0.867,18.518,2.016,6.452,57.11,51.59,50.221,34.524,17.119,694438144,1.056,-0.326,1.019,-0.315
100080,0,81.54,1.939,5.459,31.6,71.517,6.286,14.226,59.93,34.971,66.341,71.804,367.383,164.874,15.816,923.809,6.286,6.286,68.99,0.868,5.027,27.873,-11.322,-9.031,-7.471,-8.602,422807169,4.425,4.08,4.541,4.186
100081,0,0.784,76.825,16.084,72.108,122.448,9.515,16.157,54.878,38.731,53.672,112.994,182.474,82.474,27.401,2125,2.333,2.333,39.265,1.69,7.578,71.623,19.318,13.281,10.318,6.104,215733766,1.478,1.382,1.853,1.733
100082,0,-4.214,16.791,0.6,1.239,13.135,0.459,4.869,15.588,50.811,124.184,133.781,64.162,39.408,49.122,160.714,2.296,1.286,33.998,1.306,2.697,27.482,35.7,21.058,10.861,8.314,1106174685,3.556,0.924,4.803,1.247
100083,0,16.581,-2.5,3.562,11.398,24.352,1.611,3.443,18.8,24.009,119.775,140.449,218.137,5.882,30.862,326.25,2.417,1.978,45.99,2.21,7.072,32.226,0.729,0.706,0.485,0.219,327732369,4.75,2.875,4.108,2.486
100084,0,16.003,-13.269,0.601,2.531,5.907,0.585,1.367,5.691,35.743,122.318,130.628,302.631,55.555,21.825,128.365,0.846,0.585,21.633,1.026,4.32,25.334,21.785,17.974,13.703,13.346,549020436,4.346,2.435,4.185,2.345
100085,0,-54.026,-5.437,2.296,7.545,32.558,2.047,8.835,28.024,46.908,142.815,163.123,135.856,2.888,41.885,114.051,5.189,4.011,32.04,1.121,3.684,38.282,-15.962,-15.464,-10.758,-9.593,1672277663,2.048,-1.325,2.415,-1.562
100086,0,-24.355,-39.947,2.612,9.606,13.973,2.422,3.524,11.188,53.541,27.699,88.732,177.5,42.5,31.25,146.875,2.863,0.22,30.208,1.078,3.965,59.144,-11.134,-8.809,-6.413,-5.947,243079932,3.052,2.736,2.32,2.08
100087,0,377.389,30.862,1.313,5.992,14.044,2.971,6.963,34.246,60.153,46.714,52.867,478.727,93.272,14.88,285.714,7.706,1.671,81.601,0.442,2.016,20.192,-2.387,-1.787,-1.395,-3.156,647854237,28.186,24.355,19.712,17.032
100088,0,89.364,87.377,18.895,53.075,82.37,7.229,11.219,61.173,17.743,62.846,92.229,155.69,37.601,34.095,266.138,1.387,1.362,50.046,2.613,7.341,49.574,17.676,12.998,8.37,3.202,4016569519,1.793,1.4,1.894,1.48
100089,0,2.624,89.791,5.328,33.333,52.425,3.547,5.578,22.408,25.939,70.3,120.814,354.89,141.751,16.76,34.104,2.281,1.165,34.793,1.502,9.397,32.47,49.219,30.995,26.041,17.335,1557690476,2.884,1.105,2.599,0.996
100090,0,115.832,35.965,3.975,24.627,34.039,3.244,4.484,30.138,31.247,32.965,46.289,533.455,21.2,15.275,133.004,1.508,0.599,53.07,1.225,7.59,30.362,27.192,26.03,21.828,17.813,1512083893,8.313,7.287,7.052,6.181
100091,0,19.649,1.658,3.59,23.076,52.884,2.446,5.606,30.555,39.305,53.225,102.508,481.034,49.137,15.868,129.94,3.16,2.752,55.677,1.467,9.432,48.167,-22.111,-19.663,-16.604,-11.314,385585714,4.284,3.484,4.07,3.31
100092,0,-4.409,13.44,4.332,12.353,16.694,1.221,1.65,11.235,29.005,49.907,115.955,169.496,0.943,36.976,4.812,0.891,0.825,25.697,3.548,10.116,32.318,19.378,19.116,12.412,3.498,878871245,3.453,1.421,2.455,1.011
100093,0,-15.473,19.091,5.392,15.529,16,3.225,3.323,14.529,38.612,85.393,207.865,77.729,82.096,38.487,7.142,1.857,0.684,53.109,1.671,4.814,53.594,33.755,20.025,13.071,7.82,395007692,2.488,1.519,2.092,1.278
100094,0,-0.223,20.13,0.134,0.545,29.594,0.114,6.221,31.701,37.087,60.753,109,129.911,173.147,24.81,499.504,3.583,2.608,67.313,1.176,4.756,32.498,-47.894,-18.731,-14.098,-11.983,2587195431,6.916,6.577,9.663,9.188
100095,0,73.158,41.733,10.064,34.508,52.896,5.171,7.927,38.147,29.912,74.679,131.573,209.559,53.061,27.577,118.757,1.887,1.547,38.299,1.946,6.672,55.831,14.783,12.756,9.035,4.643,1584785054,2.007,1.324,1.956,1.29
100096,0,-28.979,-6.607,5.46,19.161,27.544,2.176,3.129,9.387,48.67,107.453,114.906,173.118,13.978,34.831,280.555,1.088,1.088,16.104,2.508,8.802,92.15,28.07,26.73,19.112,7.619,357731156,0.977,-0.409,0.895,-0.375
100097,0,34.433,51.862,1.352,3.657,15.314,0.726,3.042,24.723,32.83,121.285,151.204,111.91,80.224,34.23,467.441,2.225,2.134,48.923,1.861,5.033,48.098,11.444,5.633,3.55,1.907,722930497,4.781,4,4.781,4
100098,0,1.622,10.135,1.379,12.965,58.971,0.885,4.029,12.113,34.976,38.247,93.834,781.282,13.874,11.171,76.702,1.724,1.657,39.45,1.556,14.635,28.737,9.989,9.792,8.751,5.621,3671833163,4.878,4.819,6.678,6.596
100099,0,-30.574,17.294,27.777,65.42,78.193,10.622,12.696,43.881,22.333,139.783,184.52,77.18,8.004,54,309.442,1.011,0.859,19.29,2.615,6.158,69.312,49.232,46.091,26.521,10.141,883056485,0.543,0.327,0.537,0.323
100100,0,0.806,20.227,1.202,4.977,19.093,0.84,3.224,17.241,34.359,98.292,141.623,206.52,100.998,24.538,125.987,3.8,1.946,55.771,1.43,5.921,31.894,-7.569,-4.735,-3.591,-2.51,2983744926,9.41,6.371,6.873,4.653
100101,0,39.511,-1.746,3.968,9.86,15.815,3.113,4.994,13.881,36.64,123.096,162.538,127.889,2.803,43.347,467.033,1.633,1.623,27.185,1.274,3.166,36.819,-41.746,-40.863,-24.415,-19.155,3565516687,5.236,5.225,5.507,5.496
100102,0,-24.852,23.529,1.348,5.1,13.422,0.565,1.488,5.04,40.231,95.327,116.688,196.073,36.649,30.055,124.869,1.755,0.654,33.595,2.385,9.02,58.217,15.276,12.548,9.229,3.869,1351775194,2.965,1.951,2.32,1.527
100103,0,3.205,17.884,4.533,14.668,29.337,2.578,5.156,25.242,38.892,63.557,80.829,154.812,60.427,31.721,971.875,2.181,1.735,46.904,1.758,5.689,65.911,60.469,43.911,30.34,17.253,784468575,2.257,2.093,2.229,2.068
100104,0,7.129,-19.833,3.12,11.489,46.011,2.025,8.112,35.759,29.411,80.458,121.704,210.4,65.547,26.599,90.782,0.864,0.508,29.063,1.54,5.671,23.591,-15.345,-13.321,-9.702,-6.298,3063491050,1.81,1.537,2.43,2.063
100105,0,2.669,-13.545,1.997,5.846,16.307,1.766,4.927,21.242,35.48,94.24,143.28,85.65,104.035,34.52,183.333,4.044,3.254,56.811,1.13,3.309,32.168,12.046,6.626,4.362,3.858,763182979,8.095,5.08,6.881,4.318
100106,0,-10.941,103.216,3.879,26.609,67.811,1.14,2.907,37.089,11.933,174.193,183.87,305.303,181.818,17.032,193.188,1.509,1.509,35.612,3.4,23.321,28.035,5.649,3.663,3.128,0.92,324239570,3,2.163,3.209,2.313
100107,0,-19.987,-12.052,1.489,6.408,18.121,1.168,3.305,13.333,41.436,25.512,30.296,254.738,2.321,28.006,95.024,2.942,2.821,40.79,1.273,5.482,35.994,7.862,6.755,5.186,4.07,1028039634,2.353,2.221,2.176,2.054
100108,0,-15.265,2.551,-6.428,-75.257,-11.409,-3.845,-0.48,-2.367,36.552,38.713,78.64,1941.666,1159.459,0.606,820,3.647,2.798,73.608,1.671,23.738,31.198,21.41,12.967,12.053,7.209,1292868441,39.606,34.86,28.416,25.923
100109,0,25.088,-8.792,5.816,12.781,16.165,2.979,3.768,23.497,26.415,103.75,194.583,86.021,40.86,44.075,176.19,1.051,1.051,25.276,1.952,4.289,33.019,66.503,42.7,23.267,11.919,301396845,2.461,0.123,2.352,0.117
100110,0,2.664,-19.05,5.731,18.083,39.136,4.912,10.63,32.438,70.201,144.4,152.259,125.99,74.257,33.305,66.666,3.445,3.152,23.907,1.166,3.681,49.871,44.765,32.936,22.497,19.281,957545455,1.25,-0.099,1.374,-0.109
100111,0,31.003,-7.465,1.052,9.473,31.578,0.636,2.123,17.543,27.437,91.455,99.065,764.285,115.306,10.208,187.931,3.68,1.769,78.541,1.652,14.873,36.374,-21.06,-18.815,-16.725,-10.12,387695796,12.779,8.728,8.377,5.722
100112,0,-0.666,4.843,18.987,55.035,80.095,8.482,12.344,41.529,46.382,56.454,168.497,138.215,20.639,38.631,76.331,1.955,1.662,25.102,2.238,6.488,80.273,-10.931,-9.607,-6.292,-2.811,1897504590,0.865,0.748,0.813,0.703
100113,0,55.99,46.474,42.802,83.678,110.493,19.208,20.566,74.142,14.968,199.145,221.01,72.368,0.648,57.797,229.833,0.188,0.089,2.983,2.22,4.34,82.452,45.182,44.693,21.832,9.834,1824140602,0.072,-0.705,0.071,-0.7
100114,0,115.285,127.7,2.635,10.619,29.38,2.295,6.35,15.118,48.616,62.797,212.202,113.898,282.372,20.15,65.263,4.896,4.743,67.554,1.148,4.626,42.072,50.592,14.953,11.242,9.793,635415981,8.173,7.132,7.218,6.299
100115,0,7.954,17.078,8.494,38.819,72.348,4.534,8.451,58.362,23.925,56.886,70.917,203.879,126.069,23.258,116.143,1.768,1.483,42.878,1.873,8.56,51.705,52.266,24.027,18.769,10.019,3198098054,2.059,1.478,2.049,1.471
100116,0,22.46,-17.466,1.671,8.374,22.003,1.158,3.042,24.953,19.582,56.123,78.304,438.297,1.636,18.52,106.258,2.702,1.816,55.744,1.443,7.231,16.194,-10.006,-9.952,-7.965,-5.517,862405048,9.149,7.87,7.567,6.51
